fieldOne	fieldTwo	insert_time	motelabMoteID	motelabSeqNo
1	198	2012-10-09 18:13:23	1	395
1	198	2012-10-09 18:13:23	2	396
1	199	2012-10-09 18:13:24	1	397
1	199	2012-10-09 18:13:24	2	398
1	200	2012-10-09 18:13:25	1	399
1	200	2012-10-09 18:13:25	2	400
1	201	2012-10-09 18:13:26	1	401
1	201	2012-10-09 18:13:26	2	402
1	202	2012-10-09 18:13:27	1	403
1	202	2012-10-09 18:13:27	2	404
1	203	2012-10-09 18:13:28	1	405
1	203	2012-10-09 18:13:28	2	406
1	204	2012-10-09 18:13:29	1	407
1	204	2012-10-09 18:13:29	2	408
1	205	2012-10-09 18:13:30	1	409
1	205	2012-10-09 18:13:30	2	410
1	206	2012-10-09 18:13:31	1	411
1	206	2012-10-09 18:13:31	2	412
1	207	2012-10-09 18:13:32	1	413
1	207	2012-10-09 18:13:32	2	414
1	208	2012-10-09 18:13:33	1	415
1	208	2012-10-09 18:13:33	2	416
1	209	2012-10-09 18:13:34	1	417
1	209	2012-10-09 18:13:34	2	418
1	210	2012-10-09 18:13:35	1	419
1	210	2012-10-09 18:13:35	2	420
1	211	2012-10-09 18:13:36	1	421
1	211	2012-10-09 18:13:36	2	422
1	212	2012-10-09 18:13:37	1	423
1	212	2012-10-09 18:13:37	2	424
1	213	2012-10-09 18:13:38	1	425
1	213	2012-10-09 18:13:38	2	426
1	214	2012-10-09 18:13:39	1	427
1	214	2012-10-09 18:13:39	2	428
1	215	2012-10-09 18:13:40	1	429
1	215	2012-10-09 18:13:40	2	430
1	216	2012-10-09 18:13:41	1	431
1	216	2012-10-09 18:13:41	2	432
1	217	2012-10-09 18:13:42	1	433
1	217	2012-10-09 18:13:42	2	434
1	218	2012-10-09 18:13:43	1	435
1	218	2012-10-09 18:13:43	2	436
1	219	2012-10-09 18:13:44	1	437
1	219	2012-10-09 18:13:44	2	438
1	220	2012-10-09 18:13:45	1	439
1	220	2012-10-09 18:13:45	2	440
1	221	2012-10-09 18:13:46	1	441
1	221	2012-10-09 18:13:46	2	442
1	222	2012-10-09 18:13:47	1	443
1	222	2012-10-09 18:13:47	2	444
1	223	2012-10-09 18:13:48	1	445
1	223	2012-10-09 18:13:48	2	446
1	224	2012-10-09 18:13:49	1	447
1	224	2012-10-09 18:13:49	2	448
1	225	2012-10-09 18:13:50	1	449
1	225	2012-10-09 18:13:50	2	450
1	226	2012-10-09 18:13:51	1	451
1	226	2012-10-09 18:13:51	2	452
1	227	2012-10-09 18:13:52	1	453
1	227	2012-10-09 18:13:52	2	454
1	228	2012-10-09 18:13:53	1	455
1	228	2012-10-09 18:13:53	2	456
1	229	2012-10-09 18:13:54	1	457
1	229	2012-10-09 18:13:54	2	458
1	230	2012-10-09 18:13:55	1	459
1	230	2012-10-09 18:13:55	2	460
1	231	2012-10-09 18:13:56	1	461
1	231	2012-10-09 18:13:56	2	462
1	232	2012-10-09 18:13:57	1	463
1	232	2012-10-09 18:13:57	2	464
1	233	2012-10-09 18:13:58	1	465
1	233	2012-10-09 18:13:58	2	466
1	234	2012-10-09 18:13:59	1	467
1	234	2012-10-09 18:13:59	2	468
1	235	2012-10-09 18:14:00	1	469
1	235	2012-10-09 18:14:00	2	470
1	236	2012-10-09 18:14:01	1	471
1	236	2012-10-09 18:14:01	2	472
1	237	2012-10-09 18:14:02	1	473
1	237	2012-10-09 18:14:02	2	474
1	238	2012-10-09 18:14:03	1	475
1	238	2012-10-09 18:14:03	2	476
1	239	2012-10-09 18:14:04	1	477
1	239	2012-10-09 18:14:04	2	478
1	240	2012-10-09 18:14:05	1	479
1	240	2012-10-09 18:14:05	2	480
1	241	2012-10-09 18:14:06	1	481
1	241	2012-10-09 18:14:06	2	482
1	242	2012-10-09 18:14:07	1	483
1	242	2012-10-09 18:14:07	2	484
1	243	2012-10-09 18:14:08	1	485
1	243	2012-10-09 18:14:08	2	486
1	244	2012-10-09 18:14:09	1	487
1	244	2012-10-09 18:14:09	2	488
1	245	2012-10-09 18:14:10	1	489
1	245	2012-10-09 18:14:10	2	490
1	246	2012-10-09 18:14:11	1	491
1	246	2012-10-09 18:14:11	2	492
1	247	2012-10-09 18:14:12	1	493
1	247	2012-10-09 18:14:12	2	494
1	248	2012-10-09 18:14:13	1	495
1	248	2012-10-09 18:14:13	2	496
1	249	2012-10-09 18:14:14	1	497
1	249	2012-10-09 18:14:14	2	498
1	250	2012-10-09 18:14:15	1	499
1	250	2012-10-09 18:14:15	2	500
1	251	2012-10-09 18:14:16	1	501
1	251	2012-10-09 18:14:16	2	502
1	252	2012-10-09 18:14:17	1	503
1	252	2012-10-09 18:14:17	2	504
1	253	2012-10-09 18:14:18	1	505
1	253	2012-10-09 18:14:18	2	506
1	254	2012-10-09 18:14:19	1	507
1	254	2012-10-09 18:14:19	2	508
1	255	2012-10-09 18:14:20	1	509
1	255	2012-10-09 18:14:20	2	510
1	256	2012-10-09 18:14:21	1	511
1	256	2012-10-09 18:14:21	2	512
1	257	2012-10-09 18:14:22	1	513
1	257	2012-10-09 18:14:22	2	514
1	258	2012-10-09 18:14:23	1	515
1	258	2012-10-09 18:14:23	2	516
1	259	2012-10-09 18:14:24	1	517
1	259	2012-10-09 18:14:24	2	518
1	260	2012-10-09 18:14:25	1	519
1	260	2012-10-09 18:14:25	2	520
1	261	2012-10-09 18:14:26	1	521
1	261	2012-10-09 18:14:26	2	522
1	262	2012-10-09 18:14:27	1	523
1	262	2012-10-09 18:14:27	2	524
1	263	2012-10-09 18:14:28	1	525
1	263	2012-10-09 18:14:28	2	526
1	264	2012-10-09 18:14:29	1	527
1	264	2012-10-09 18:14:29	2	528
1	265	2012-10-09 18:14:30	1	529
1	265	2012-10-09 18:14:30	2	530
1	266	2012-10-09 18:14:31	1	531
1	266	2012-10-09 18:14:31	2	532
1	267	2012-10-09 18:14:32	1	533
1	267	2012-10-09 18:14:32	2	534
1	268	2012-10-09 18:14:33	1	535
1	268	2012-10-09 18:14:33	2	536
1	269	2012-10-09 18:14:34	1	537
1	269	2012-10-09 18:14:34	2	538
1	270	2012-10-09 18:14:35	1	539
1	270	2012-10-09 18:14:35	2	540
1	271	2012-10-09 18:14:36	1	541
1	271	2012-10-09 18:14:36	2	542
1	272	2012-10-09 18:14:37	1	543
1	272	2012-10-09 18:14:37	2	544
1	273	2012-10-09 18:14:38	1	545
1	273	2012-10-09 18:14:38	2	546
1	274	2012-10-09 18:14:39	1	547
1	274	2012-10-09 18:14:39	2	548
1	275	2012-10-09 18:14:40	1	549
1	275	2012-10-09 18:14:40	2	550
1	276	2012-10-09 18:14:41	1	551
1	276	2012-10-09 18:14:41	2	552
1	277	2012-10-09 18:14:42	1	553
1	277	2012-10-09 18:14:42	2	554
1	278	2012-10-09 18:14:43	1	555
1	278	2012-10-09 18:14:43	2	556
1	279	2012-10-09 18:14:44	1	557
1	279	2012-10-09 18:14:44	2	558
1	280	2012-10-09 18:14:45	1	559
1	280	2012-10-09 18:14:45	2	560
1	281	2012-10-09 18:14:46	1	561
1	281	2012-10-09 18:14:46	2	562
1	282	2012-10-09 18:14:47	1	563
1	282	2012-10-09 18:14:47	2	564
1	283	2012-10-09 18:14:48	1	565
1	283	2012-10-09 18:14:48	2	566
1	284	2012-10-09 18:14:49	1	567
1	284	2012-10-09 18:14:49	2	568
1	285	2012-10-09 18:14:50	1	569
1	285	2012-10-09 18:14:50	2	570
1	286	2012-10-09 18:14:51	1	571
1	286	2012-10-09 18:14:51	2	572
1	287	2012-10-09 18:14:52	1	573
1	287	2012-10-09 18:14:52	2	574
1	288	2012-10-09 18:14:53	1	575
1	288	2012-10-09 18:14:53	2	576
1	289	2012-10-09 18:14:54	1	577
1	289	2012-10-09 18:14:54	2	578
1	290	2012-10-09 18:14:55	1	579
1	290	2012-10-09 18:14:55	2	580
1	291	2012-10-09 18:14:56	1	581
1	291	2012-10-09 18:14:56	2	582
1	292	2012-10-09 18:14:57	1	583
1	292	2012-10-09 18:14:57	2	584
1	293	2012-10-09 18:14:58	1	585
1	293	2012-10-09 18:14:58	2	586
1	294	2012-10-09 18:14:59	1	587
1	294	2012-10-09 18:14:59	2	588
1	295	2012-10-09 18:15:00	1	589
1	295	2012-10-09 18:15:00	2	590
1	296	2012-10-09 18:15:01	1	591
1	296	2012-10-09 18:15:01	2	592
